Mask No,PRODUCT_NAME,LEASE_TENOR_INCLUDING_HP_cluster,VEHICLE_AGE,YOM,LEASE_TENOR_INCLUDING_HP,TOTAL INCOME_NUM,TOTAL INCOME,CUSTOMER AGE,Exp,Sub_purpose_code_based_on_risk,CRIB_SCORE,Percentage_of_Total_Current_Balance_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Arrears_Amount_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Installments_to_Total_Current_Balance_slabs,Cluster
1141,Three Wheeler-Lease-Registered,36-48,13,2011,37,100000,100000-120000,38,0.592009052,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
1142,Three Wheeler-Lease-Registered,36-48,13,2011,37,150000,120000+,38,0.592009052,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1144,CASH IN HAND,48-60,12,2012,49,250000,120000+,45,0.629753278,Low_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Green
1145,CASH IN HAND,60+,12,2012,61,100000,100000-120000,41,0.669152201,Medium_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
1146,Three Wheeler-Lease-Registered,48-60,14,2010,49,100000,100000-120000,35,0.602237793,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
1147,CASH IN HAND,48-60,6,2018,49,150000,120000+,52,0.517273216,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1148,Three Wheeler-Lease-Registered,36-48,7,2017,37,80000,80000-100000,37,0.663623975,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1149,CASH IN HAND,48-60,11,2013,49,75000,60000-80000,44,0.830217143,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1150,CASH IN HAND,36-48,9,2015,37,60000,60000-80000,20,0.45371913,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
1151,Three Wheeler-Lease-Registered,60+,12,2012,61,150000,120000+,65,0.657883902,Low_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
1152,Three Wheeler-Lease-Registered,60+,14,2010,61,80000,80000-100000,31,0.612190251,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1153,Three Wheeler-Lease-Registered,48-60,13,2011,55,90000,80000-100000,25,0.828612129,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Red
1154,Three Wheeler-Lease-Registered,48-60,9,2015,49,150000,120000+,37,0.7711,Low_risk_sub_purpose_code,0-20,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
1156,Three Wheeler-Lease-Registered,48-60,14,2010,49,75000,60000-80000,20,0.623508268,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1157,CASH IN HAND,36-48,15,2009,37,70000,60000-80000,39,0.625057807,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1158,Three Wheeler-Lease-Registered,< 24,9,2015,19,150000,120000+,57,0.201640376,Low_risk_sub_purpose_code,below 0,less than 50 percentage,above 15 percentage,Missing,Green
1159,Three Wheeler-Lease-Registered,24-36,14,2010,25,120000,120000+,31,0.634489808,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1160,Three Wheeler-Lease-Registered,36-48,11,2013,37,100000,100000-120000,31,0.241657044,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1161,Three Wheeler-Lease-Registered,36-48,15,2009,37,100000,100000-120000,25,0.612504769,Low_risk_sub_purpose_code,20-40,above 200 percentage,above 15 percentage,less than 2 percentage,Green
1162,Three Wheeler-Lease-Registered,24-36,14,2010,25,100000,100000-120000,19,0.645599185,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
1163,CASH IN HAND,36-48,8,2016,37,100000,100000-120000,61,0.646142636,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1164,Three Wheeler-Lease-Registered,48-60,14,2010,49,200000,120000+,34,0.622073668,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
1165,CASH IN HAND,48-60,10,2014,49,100000,100000-120000,43,0.383695723,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
1166,Three Wheeler-Lease-Registered,24-36,11,2013,31,80000,80000-100000,19,0.631274286,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1167,Three Wheeler-Lease-Registered,36-48,16,2008,37,100000,100000-120000,26,0.628170323,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
1168,Three Wheeler-Lease-Registered,36-48,16,2008,37,60000,60000-80000,44,0.568994203,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Red
1169,CASH IN HAND,24-36,14,2010,31,1200000,120000+,43,0.42708288,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
1170,Three Wheeler-Lease-Registered,60+,12,2012,61,100000,100000-120000,53,0.696859975,Low_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,above 15 percentage,between 2- 5 percentage,Green
1171,Three Wheeler-Lease-Registered,36-48,18,2006,37,100000,100000-120000,45,0.71244,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1172,Three Wheeler-Lease-Registered,48-60,18,2006,49,150000,120000+,28,0.831451346,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
1173,Three Wheeler-Lease-Registered,36-48,13,2011,37,150000,120000+,42,0.659338422,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1174,Three Wheeler-Lease-Registered,60+,17,2007,61,500000,120000+,51,0.696127731,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
1175,Three Wheeler-Lease-Registered,48-60,11,2013,49,70000,60000-80000,48,0.624481865,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1176,Three Wheeler-Lease-Registered,36-48,18,2006,37,60000,60000-80000,19,0.473303797,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1177,Three Wheeler-Lease-Registered,36-48,11,2013,37,100000,100000-120000,57,0.760185714,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
1178,Three Wheeler-Lease-Registered,48-60,12,2012,49,80000,80000-100000,53,0.704657107,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
1179,Three Wheeler-Lease-Registered,48-60,17,2007,49,100000,100000-120000,31,0.517777479,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
1180,Three Wheeler-Lease-Registered,36-48,15,2009,37,300000,120000+,36,0.365284672,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1181,Three Wheeler-Lease-Registered,36-48,14,2010,37,200000,120000+,35,0.624663623,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,less than 2 percentage,Green
1182,Three Wheeler-Lease-Registered,24-36,14,2010,31,150000,120000+,20,0.357191576,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
1183,Three Wheeler-Lease-Registered,36-48,18,2006,37,90000,80000-100000,38,0.567965642,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
1184,CASH IN HAND,48-60,16,2008,49,80000,80000-100000,45,0.830695484,Medium_risk_sub_purpose_code,40-60,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
1185,CASH IN HAND,36-48,17,2007,37,80000,80000-100000,42,0.521388908,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1186,Three Wheeler-Lease-Registered,24-36,11,2013,25,90000,80000-100000,58,0.605779048,Low_risk_sub_purpose_code,60-80,between 100 - 150 percentage,above 15 percentage,between 5- 10 percentage,Red
1188,Three Wheeler-Lease-Registered,60+,12,2012,61,70000,60000-80000,31,0.59844878,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Red
1189,CASH IN HAND,60+,14,2010,61,40000,40000-60000,32,0.55701047,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,Missing,Green
1190,Three Wheeler-Lease-Registered,24-36,19,2005,25,80000,80000-100000,37,0.364391776,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,above 15 percentage,above 10 percentage,Red
1191,Three Wheeler-Lease-Registered,24-36,12,2012,25,100000,100000-120000,32,0.244784906,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 10 - 15 percentage,between 5- 10 percentage,Red
1192,CASH IN HAND,60+,13,2011,73,80000,80000-100000,26,0.614718968,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1193,CASH IN HAND,60+,9,2015,73,60000,60000-80000,32,0.820578261,High_risk_sub_purpose_code,below 0,between 50 - 100 percentage,between 10 - 15 percentage,between 2- 5 percentage,Red
1194,Three Wheeler-Lease-Registered,48-60,12,2012,49,100000,100000-120000,27,0.647912992,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
1195,Three Wheeler-Lease-Registered,24-36,10,2014,25,130000,120000+,49,0.222297895,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1196,CASH IN HAND,24-36,9,2015,25,70000,60000-80000,59,0.220401456,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
1197,CASH IN HAND,24-36,9,2015,25,65000,60000-80000,28,0.298473239,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Red
1198,CASH IN HAND,60+,13,2011,61,82000,80000-100000,55,0.58389703,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1199,Three Wheeler-Lease-Registered,60+,13,2011,61,75000,60000-80000,27,0.823014194,High_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Green
1200,Three Wheeler-Lease-Registered,48-60,11,2013,49,80000,80000-100000,35,0.624112953,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
1201,Three Wheeler-Lease-Registered,48-60,13,2011,49,200000,120000+,36,0.521493719,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1202,CASH IN HAND,< 24,14,2010,19,100000,100000-120000,50,0.662112211,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1203,CASH IN HAND,60+,9,2015,61,80000,80000-100000,39,0.412106087,Medium_risk_sub_purpose_code,40-60,between 50 - 100 percentage,above 15 percentage,between 2- 5 percentage,Red
1206,Three Wheeler-Lease-Registered,48-60,16,2008,49,60000,60000-80000,20,0.623746377,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
1207,Three Wheeler-Lease-Registered,60+,9,2015,61,180000,120000+,36,0.661834675,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Red
1208,Three Wheeler-Lease-Registered,36-48,9,2015,37,60000,60000-80000,32,0.163152366,Low_risk_sub_purpose_code,60-80,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
1209,Three Wheeler-Lease-Registered,48-60,13,2011,49,100000,100000-120000,29,0.638177977,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
1210,CASH IN HAND,36-48,14,2010,37,100000,100000-120000,42,0.522769333,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1211,CASH IN HAND,36-48,9,2015,37,120000,120000+,42,0.627825217,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
1212,CASH IN HAND,48-60,9,2015,49,100000,100000-120000,42,0.491923478,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
1213,Three Wheeler-Lease-Registered,36-48,14,2010,37,85000,80000-100000,57,0.254686149,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
1214,CASH IN HAND,48-60,8,2016,49,100000,100000-120000,50,0.505379894,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1215,Three Wheeler-Lease-Registered,60+,17,2007,61,75000,60000-80000,29,0.691608739,Medium_risk_sub_purpose_code,20-40,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
1216,Three Wheeler-Lease-Registered,36-48,14,2010,37,95000,80000-100000,28,0.835512483,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1217,CASH IN HAND,24-36,13,2011,31,700000,120000+,31,0.390983226,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,above 15 percentage,between 2- 5 percentage,Green
1218,Three Wheeler-Lease-Registered,48-60,15,2009,49,100000,100000-120000,26,0.622407973,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1219,Three Wheeler-Lease-Registered,60+,9,2015,61,80000,80000-100000,49,0.622068545,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
1220,CASH IN HAND,24-36,18,2006,25,100000,100000-120000,44,0.574242315,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
1221,CASH IN HAND,60+,11,2013,61,80000,80000-100000,52,0.429490476,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
1222,CASH IN HAND,48-60,14,2010,49,200000,120000+,34,0.726004966,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
1223,Three Wheeler-Lease-Registered,60+,10,2014,61,5000,< 40000,23,0.628320925,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
1224,CASH IN HAND,60+,17,2007,61,20000,< 40000,43,0.764801345,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1225,Three Wheeler-Lease-Registered,24-36,8,2016,25,80000,80000-100000,19,0.35879873,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
1226,Three Wheeler-Lease-Registered,36-48,9,2015,37,200000,120000+,39,0.607148206,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1227,CASH IN HAND,36-48,11,2013,37,150000,120000+,44,0.361896074,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1228,Three Wheeler-Lease-Registered,48-60,13,2011,49,100000,100000-120000,44,0.623452334,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
1229,Three Wheeler-Lease-Registered,36-48,9,2015,37,160000,120000+,35,0.649513043,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
1230,CASH IN HAND,24-36,8,2016,25,150000,120000+,37,0.443427822,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
1231,CASH IN HAND,36-48,14,2010,37,120000,120000+,41,0.628714086,Medium_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1232,CASH IN HAND,60+,10,2014,73,120000,120000+,47,0.58224,Medium_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
1233,Three Wheeler-Lease-Registered,60+,9,2015,61,100000,100000-120000,20,0.627525439,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 10 - 15 percentage,between 2- 5 percentage,Red
1234,Three Wheeler-Lease-Registered,60+,13,2011,61,100000,100000-120000,26,0.594391656,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1235,Three Wheeler-Lease-Registered,36-48,11,2013,37,100000,100000-120000,56,0.438033508,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
1236,Three Wheeler-Lease-Registered,60+,11,2013,61,65000,60000-80000,64,0.643349885,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1237,CASH IN HAND,24-36,9,2015,25,140000,120000+,35,0.636067826,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1238,CASH IN HAND,36-48,9,2015,37,80000,80000-100000,35,0.544137285,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
1239,CASH IN HAND,48-60,8,2016,49,105000,100000-120000,36,0.646058047,Low_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1240,CASH IN HAND,36-48,8,2016,37,75000,60000-80000,34,0.655319261,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
1241,CASH IN HAND,36-48,9,2015,37,440000,120000+,42,0.18178,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
1242,CASH IN HAND,36-48,13,2011,37,100000,100000-120000,38,0.754642632,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
1243,Three Wheeler-Lease-Registered,48-60,9,2015,49,100000,100000-120000,29,0.624113615,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
1244,Three Wheeler-Lease-Registered,60+,14,2010,61,86163,80000-100000,35,0.778117517,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
1245,Three Wheeler-Lease-Registered,36-48,17,2007,37,100000,100000-120000,36,0.815108571,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
1246,Three Wheeler-Lease-Registered,60+,10,2014,61,500000,120000+,43,0.708246012,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
1247,Three Wheeler-Lease-Registered,< 24,8,2016,19,120000,120000+,48,0.636288677,Low_risk_sub_purpose_code,40-60,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
1249,CASH IN HAND,36-48,16,2008,37,75000,60000-80000,59,0.62175942,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
1250,Three Wheeler-Lease-Registered,36-48,14,2010,37,40000,40000-60000,20,0.382447489,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
1251,Three Wheeler-Lease-Registered,48-60,9,2015,49,60000,60000-80000,41,0.659534061,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
1253,CASH IN HAND,36-48,14,2010,37,6000,< 40000,27,0.835737379,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Red
1254,Three Wheeler-Lease-Registered,36-48,18,2006,37,75000,60000-80000,40,0.628170732,Low_risk_sub_purpose_code,20-40,less than 50 percentage,above 15 percentage,less than 2 percentage,Green
1255,CASH IN HAND,36-48,18,2006,37,80000,80000-100000,27,0.522618571,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
1257,CASH IN HAND,24-36,14,2010,25,80000,80000-100000,35,0.325427408,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
1258,Three Wheeler-Lease-Registered,36-48,15,2009,37,100000,100000-120000,23,0.630343253,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1259,Three Wheeler-Lease-Registered,36-48,11,2013,37,70000,60000-80000,31,0.498547619,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
1260,CASH IN HAND,< 24,8,2016,19,40000,40000-60000,35,0.110768992,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
1261,CASH IN HAND,36-48,14,2010,37,100000,100000-120000,29,0.642983696,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
1263,CASH IN HAND,60+,14,2010,61,300000,120000+,46,0.572376276,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
1264,Three Wheeler-Lease-Registered,36-48,13,2011,37,150000,120000+,33,0.661226633,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,less than 1 percentage,between 2- 5 percentage,Green
1265,CASH IN HAND,24-36,8,2016,25,90000,80000-100000,47,0.656445478,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Red
1266,CASH IN HAND,36-48,15,2009,37,85000,80000-100000,45,0.51169791,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 10 - 15 percentage,between 2- 5 percentage,Green
1267,Three Wheeler-Lease-Registered,36-48,5,2019,43,65000,60000-80000,21,0.520170505,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
1268,Three Wheeler-Lease-Registered,36-48,13,2011,36,75000,60000-80000,37,0.696774194,Medium_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Red
1269,CASH IN HAND,36-48,10,2014,37,65000,60000-80000,26,0.56572578,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
